Date,Campaign,Channel,Category,IsHoliday,HolidayName,Season,Spend,Clicks,Impressions,Conversions,ConversionValue,CTR,CPC,ConvRate,CPA,ROAS,Profit,AnalysisStartDate,AnalysisEndDate
2026-01-31,Demo Campaign 013,Demo Channel 001,Demo Category 030,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 013,Demo Channel 001,Demo Category 006,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 008,Demo Channel 001,Demo Category 004,0,,Winter,33.08,7,149,0.0,0.0,0.046979865771812,4.725714285714285,0.0,0.0,0.0,-33.08,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 008,Demo Channel 001,Demo Category 003,0,,Winter,33.54,9,143,0.0,0.0,0.0629370629370629,3.7266666666666666,0.0,0.0,0.0,-33.54,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 008,Demo Channel 001,Demo Category 005,0,,Winter,58.15744,12,215,0.0,0.0,0.055813953488372,4.846453333333333,0.0,0.0,0.0,-58.15744,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 008,Demo Channel 001,Demo Category 015,0,,Winter,148.78,27,458,0.0,0.0,0.0589519650655021,5.510370370370371,0.0,0.0,0.0,-148.78,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 008,Demo Channel 001,Demo Category 001,0,,Winter,33.138433,8,58,0.0,0.0,0.1379310344827586,4.142304125,0.0,0.0,0.0,-33.138433,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 002,Demo Channel 001,Demo Category 023,0,,Winter,25.52,5,50,0.0,0.0,0.1,5.104,0.0,0.0,0.0,-25.52,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 002,Demo Channel 001,Demo Category 004,0,,Winter,71.23,15,198,0.108696,195.6419304,0.0757575757575757,4.748666666666667,0.0072464,655.3139029955105,2.746622636529552,124.4119304,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 002,Demo Channel 001,Demo Category 003,0,,Winter,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 002,Demo Channel 001,Demo Category 005,0,,Winter,0.0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 002,Demo Channel 001,Demo Category 001,0,,Winter,184.04,36,194,0.108696,141.2939304,0.1855670103092783,5.112222222222222,0.0030193333333333,1693.162581879738,0.7677348967615736,-42.7460696,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 015,Demo Channel 001,Demo Category 016,0,,Winter,73.09,14,88,0.0,0.0,0.1590909090909091,5.220714285714286,0.0,0.0,0.0,-73.09,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 015,Demo Channel 001,Demo Category 008,0,,Winter,21.39,4,63,0.0,0.0,0.0634920634920634,5.3475,0.0,0.0,0.0,-21.39,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 005,Demo Channel 001,Demo Category 004,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 005,Demo Channel 001,Demo Category 014,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 005,Demo Channel 001,Demo Category 015,0,,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 005,Demo Channel 001,Demo Category 001,0,,Winter,13.76,2,4,0.0,0.0,0.5,6.88,0.0,0.0,0.0,-13.76,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 004,Demo Channel 001,Demo Category 004,0,,Winter,18.68,3,105,0.0,0.0,0.0285714285714285,6.226666666666667,0.0,0.0,0.0,-18.68,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 004,Demo Channel 001,Demo Category 003,0,,Winter,81.10999999999999,13,255,0.0,0.0,0.0509803921568627,6.239230769230768,0.0,0.0,0.0,-81.10999999999999,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 004,Demo Channel 001,Demo Category 005,0,,Winter,31.65,7,191,0.0,0.0,0.0366492146596858,4.521428571428571,0.0,0.0,0.0,-31.65,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 004,Demo Channel 001,Demo Category 015,0,,Winter,27.09,7,206,0.0,0.0,0.0339805825242718,3.87,0.0,0.0,0.0,-27.09,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 004,Demo Channel 001,Demo Category 001,0,,Winter,87.23,13,164,0.0,0.0,0.0792682926829268,6.71,0.0,0.0,0.0,-87.23,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 018,0,,Winter,1.11,1,21,0.0,0.0,0.0476190476190476,1.11,0.0,0.0,0.0,-1.11,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 020,0,,Winter,0.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 019,0,,Winter,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 028,0,,Winter,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 025,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 026,0,,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 027,0,,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 009,0,,Winter,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 016,Demo Channel 001,Demo Category 022,0,,Winter,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 017,Demo Channel 002,Demo Category 010,0,,Winter,87.013863,84,9136,0.0,0.0,0.0091943957968476,1.0358793214285715,0.0,0.0,0.0,-87.013863,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 018,Demo Channel 002,Demo Category 011,0,,Winter,73.337919,86,6042,0.0,0.0,0.0142336974511751,0.8527665,0.0,0.0,0.0,-73.337919,2026-01-31,2026-07-29
2026-01-31,Demo Campaign 019,Demo Channel 002,Demo Category 012,0,,Winter,101.667801,94,4301,0.0,0.0,0.0218553824691932,1.0815723510638298,0.0,0.0,0.0,-101.667801,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 020,Demo Channel 003,Demo Category 010,0,,Winter,28.558031,1,1469,0.0,0.0,0.0006807351940095,28.558031,0.0,0.0,0.0,-28.558031,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 020,Demo Channel 003,Demo Category 012,0,,Winter,79.876344,16,3126,0.0,0.0,0.0051183621241202,4.9922715,0.0,0.0,0.0,-79.876344,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 004,0,,Winter,59.61,17,55,0.0,0.0,0.3090909090909091,3.506470588235294,0.0,0.0,0.0,-59.61,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 003,0,,Winter,169.07999999999998,47,125,0.0,0.0,0.376,3.597446808510638,0.0,0.0,0.0,-169.07999999999998,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 014,0,,Winter,577.519137,159,780,6.0,7759.26,0.2038461538461538,3.63219583018868,0.0377358490566037,96.2531895,13.43550283079191,7181.740863,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 005,0,,Winter,108.48,29,107,1.94212,3483.9290264,0.2710280373831775,3.740689655172414,0.0669696551724138,55.85648672584598,32.115864918879055,3375.4490264,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 015,0,,Winter,115.55,27,138,0.05005,105.099995,0.1956521739130435,4.279629629629629,0.0018537037037037,2308.6913086913087,0.9095629164863696,-10.45000499999999,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 004,0,,Winter,11.84,4,13,0.0,0.0,0.3076923076923077,2.96,0.0,0.0,0.0,-11.84,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 003,0,,Winter,9.228387,3,11,0.0,0.0,0.2727272727272727,3.076129,0.0,0.0,0.0,-9.228387,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 001,0,,Winter,306.074253,96,261,1.0,1799.84,0.367816091954023,3.18827346875,0.0104166666666666,306.074253,5.880403145180591,1493.765747,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 014,Demo Channel 001,Demo Category 023,0,,Winter,56.02,15,177,0.0,0.0,0.0847457627118644,3.734666666666667,0.0,0.0,0.0,-56.02,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 014,Demo Channel 001,Demo Category 007,0,,Winter,101.5,28,175,0.0,0.0,0.16,3.625,0.0,0.0,0.0,-101.5,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 003,0,,Winter,30.51,3,3,0.0,0.0,1.0,10.17,0.0,0.0,0.0,-30.51,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 014,0,,Winter,33.33,4,29,0.0,0.0,0.1379310344827586,8.3325,0.0,0.0,0.0,-33.33,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 005,0,,Winter,20.65,3,19,0.0,0.0,0.1578947368421052,6.883333333333333,0.0,0.0,0.0,-20.65,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 015,0,,Winter,28.56,3,12,0.0,0.0,0.25,9.52,0.0,0.0,0.0,-28.56,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 014,0,,Winter,118.67,15,89,0.0,0.0,0.1685393258426966,7.911333333333333,0.0,0.0,0.0,-118.67,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 005,0,,Winter,33.426135,6,32,0.0,0.0,0.1875,5.571022500000001,0.0,0.0,0.0,-33.426135,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 015,0,,Winter,76.95,8,41,2.11377,6006.538146,0.1951219512195122,9.61875,0.26422125,36.40414993116564,78.05767571150098,5929.588146,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 003,0,,Winter,25.09,7,22,0.0,0.0,0.3181818181818182,3.584285714285714,0.0,0.0,0.0,-25.09,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 014,0,,Winter,146.7,19,58,0.0,0.0,0.3275862068965517,7.721052631578947,0.0,0.0,0.0,-146.7,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 005,0,,Winter,34.790000000000006,6,12,1.0,1439.84,0.5,5.798333333333335,0.1666666666666666,34.790000000000006,41.386605346363886,1405.05,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 015,0,,Winter,65.67,5,18,0.0,0.0,0.2777777777777778,13.134,0.0,0.0,0.0,-65.67,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 003,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 014,0,,Winter,14.48,3,25,0.0,0.0,0.12,4.826666666666667,0.0,0.0,0.0,-14.48,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 005,0,,Winter,227.0,48,284,0.050048,105.0957952,0.1690140845070422,4.729166666666667,0.0010426666666666,4535.645780051151,0.4629770713656387,-121.9042048,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 001,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 013,0,,Winter,1306.485446,935,2219,38.295192,82683.779516211,0.4213609734114465,1.397310637433155,0.0409574245989304,34.11617432287583,63.28717994475922,81377.29407021099,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 017,0,,Winter,25.76,14,94,2.0,2399.8,0.1489361702127659,1.84,0.1428571428571428,12.88,93.15993788819875,2374.04,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 031,0,,Winter,3.82,2,10,0.0,0.0,0.2,1.91,0.0,0.0,0.0,-3.82,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 002,0,,Winter,36.620255,25,82,3.0,4299.7,0.3048780487804878,1.4648102,0.12,12.206751666666667,117.41316383515078,4263.079745,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 024,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 021,0,,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 006,0,,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 004,0,,Winter,57.817373,9,125,0.0,0.0,0.072,6.424152555555556,0.0,0.0,0.0,-57.817373,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 003,0,,Winter,50.5,6,112,1.777602,4337.06446368,0.0535714285714285,8.416666666666666,0.296267,28.409058945703254,85.88246462732673,4286.56446368,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 005,0,,Winter,36.78,6,157,0.0,0.0,0.0382165605095541,6.13,0.0,0.0,0.0,-36.78,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 015,0,,Winter,117.62,19,294,0.0,0.0,0.064625850340136,6.190526315789474,0.0,0.0,0.0,-117.62,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 001,0,,Winter,122.19,17,97,0.0,0.0,0.1752577319587628,7.187647058823529,0.0,0.0,0.0,-122.19,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 023,0,,Winter,85.53,9,100,0.0,0.0,0.09,9.503333333333334,0.0,0.0,0.0,-85.53,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 004,0,,Winter,67.17,16,202,0.0,0.0,0.0792079207920792,4.198125,0.0,0.0,0.0,-67.17,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 003,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 005,0,,Winter,6.91,1,20,0.0,0.0,0.05,6.91,0.0,0.0,0.0,-6.91,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 001,0,,Winter,182.60342,28,142,2.0,3199.8,0.1971830985915492,6.5215507142857145,0.0714285714285714,91.30171,17.523220539900077,3017.1965800000003,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 015,Demo Channel 001,Demo Category 016,0,,Winter,146.92,23,143,0.0,0.0,0.1608391608391608,6.3878260869565215,0.0,0.0,0.0,-146.92,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 015,Demo Channel 001,Demo Category 008,0,,Winter,18.48,3,58,0.0,0.0,0.0517241379310344,6.16,0.0,0.0,0.0,-18.48,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 004,0,,Winter,0.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 003,0,,Winter,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 014,0,,Winter,22.81,2,23,0.0,0.0,0.0869565217391304,11.405,0.0,0.0,0.0,-22.81,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 005,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 015,0,,Winter,0.0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 001,0,,Winter,7.26,2,6,0.0,0.0,0.3333333333333333,3.63,0.0,0.0,0.0,-7.26,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 004,0,,Winter,38.97,6,95,2.0,2999.8,0.0631578947368421,6.495,0.3333333333333333,19.485,76.9771619194252,2960.8300000000004,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 003,0,,Winter,66.03,10,258,0.0,0.0,0.0387596899224806,6.603,0.0,0.0,0.0,-66.03,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 005,0,,Winter,46.122748,9,231,0.0,0.0,0.0389610389610389,5.124749777777778,0.0,0.0,0.0,-46.122748,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 015,0,,Winter,108.49,21,337,0.0,0.0,0.0623145400593471,5.166190476190476,0.0,0.0,0.0,-108.49,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 001,0,,Winter,67.2,10,151,0.0,0.0,0.0662251655629139,6.720000000000001,0.0,0.0,0.0,-67.2,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 018,0,,Winter,1.01,1,21,0.0,0.0,0.0476190476190476,1.01,0.0,0.0,0.0,-1.01,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 020,0,,Winter,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 019,0,,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 028,0,,Winter,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 025,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 026,0,,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 027,0,,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 009,0,,Winter,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 022,0,,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-31,2026-07-29
