Month,Campaign,Channel,Category,Season,Spend,Clicks,Impressions,Conversions,ConversionValue,CTR,CPC,ConvRate,CPA,ROAS,Profit,AnalysisStartDate,AnalysisEndDate
2026-01,Demo Campaign 013,Demo Channel 001,Demo Category 006,Winter,11.640858,6,50,1.0,2431.75,0.12,1.940143,0.1666666666666666,11.640858,208.89783210137944,2420.109142,2026-01-01,2026-01-31
2026-01,Demo Campaign 013,Demo Channel 001,Demo Category 032,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 008,Demo Channel 001,Demo Category 004,Winter,3147.679677,586,7614,14.63643,27360.77816984,0.076963488311006,5.37146702559727,0.0249768430034129,215.05788481207503,8.6923642102989,24213.09849284,2026-01-01,2026-01-31
2026-01,Demo Campaign 008,Demo Channel 001,Demo Category 003,Winter,1524.864896,294,4916,5.0,9458.96,0.0598047192839707,5.186615292517007,0.0170068027210884,304.9729792,6.203146275327464,7934.095104000001,2026-01-01,2026-01-31
2026-01,Demo Campaign 008,Demo Channel 001,Demo Category 005,Winter,2084.198391,414,7259,6.0,15508.67,0.0570326491252238,5.034295630434783,0.0144927536231884,347.3663985,7.441071860994446,13424.471609,2026-01-01,2026-01-31
2026-01,Demo Campaign 008,Demo Channel 001,Demo Category 015,Winter,5562.941858,1027,17375,7.0,22377.94,0.0591079136690647,5.416691195715677,0.0068159688412852,794.7059797142857,4.022680907192757,16814.998141999997,2026-01-01,2026-01-31
2026-01,Demo Campaign 008,Demo Channel 001,Demo Category 001,Winter,1748.030635,360,2203,6.0,10941.72,0.1634135270086246,4.855640652777778,0.0166666666666666,291.33843916666666,6.259455515778189,9193.689365000002,2026-01-01,2026-01-31
2026-01,Demo Campaign 002,Demo Channel 001,Demo Category 023,Winter,73.94,15,183,0.0,0.0,0.081967213114754,4.929333333333333,0.0,0.0,0.0,-73.94,2026-01-01,2026-01-31
2026-01,Demo Campaign 002,Demo Channel 001,Demo Category 004,Winter,1583.629268,273,2425,6.108696,7728.8419304,0.1125773195876288,5.80083980952381,0.0223761758241758,259.24178711790535,4.880461662697686,6145.2126624,2026-01-01,2026-01-31
2026-01,Demo Campaign 002,Demo Channel 001,Demo Category 003,Winter,91.929841,18,129,0.0,0.0,0.1395348837209302,5.107213388888889,0.0,0.0,0.0,-91.929841,2026-01-01,2026-01-31
2026-01,Demo Campaign 002,Demo Channel 001,Demo Category 005,Winter,83.165458,17,174,0.0,0.0,0.0977011494252873,4.892085764705882,0.0,0.0,0.0,-83.165458,2026-01-01,2026-01-31
2026-01,Demo Campaign 002,Demo Channel 001,Demo Category 001,Winter,5115.993324,954,5659,14.111046,27384.543303901,0.1685810213818696,5.3626764402515725,0.0147914528301886,362.5523808794897,5.3527324157041845,22268.549979901,2026-01-01,2026-01-31
2026-01,Demo Campaign 015,Demo Channel 001,Demo Category 016,Winter,4337.583644,521,3414,7.127198,14321.7466284,0.1526069127123608,8.325496437619963,0.0136798426103646,608.5959228297012,3.301779931831557,9984.1629844,2026-01-01,2026-01-31
2026-01,Demo Campaign 015,Demo Channel 001,Demo Category 008,Winter,692.070735,80,1397,0.0,0.0,0.0572655690765927,8.6508841875,0.0,0.0,0.0,-692.070735,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 004,Winter,313.200334,74,1511,0.0,0.0,0.0489741892786234,4.232436945945946,0.0,0.0,0.0,-313.200334,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 003,Winter,57.606362,9,153,0.0,0.0,0.0588235294117647,6.400706888888889,0.0,0.0,0.0,-57.606362,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 014,Winter,143.8,31,1012,0.0,0.0,0.0306324110671936,4.638709677419355,0.0,0.0,0.0,-143.8,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 005,Winter,45.697498,8,77,0.0,0.0,0.1038961038961039,5.71218725,0.0,0.0,0.0,-45.697498,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 015,Winter,192.809316,41,874,1.0,1829.82,0.0469107551487414,4.702666243902439,0.024390243902439,192.809316,9.49030906784608,1637.010684,2026-01-01,2026-01-31
2026-01,Demo Campaign 005,Demo Channel 001,Demo Category 001,Winter,31.842606,6,42,2.0,4879.68,0.1428571428571428,5.307101,0.3333333333333333,15.921303,153.2437389075505,4847.837394,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 004,Winter,10.8,7,43,0.0,0.0,0.1627906976744186,1.542857142857143,0.0,0.0,0.0,-10.8,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 003,Winter,5.85,3,19,0.0,0.0,0.1578947368421052,1.95,0.0,0.0,0.0,-5.85,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 005,Winter,0.0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 029,Winter,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 015,Winter,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 011,Demo Channel 001,Demo Category 001,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 004,Demo Channel 001,Demo Category 004,Winter,803.252056,102,2119,1.0,2733.03,0.048135913166588,7.875020156862745,0.0098039215686274,803.252056,3.4024562770618045,1929.777944,2026-01-01,2026-01-31
2026-01,Demo Campaign 004,Demo Channel 001,Demo Category 003,Winter,1373.602678,200,4782,2.117886,2129.86193824,0.041823504809703,6.86801339,0.01058943,648.5725284552615,1.5505662389513777,756.2592602400002,2026-01-01,2026-01-31
2026-01,Demo Campaign 004,Demo Channel 001,Demo Category 005,Winter,1483.840094,244,4779,2.0,7039.68,0.051056706423938,6.081311860655737,0.0081967213114754,741.920047,4.744230883412159,5555.839906,2026-01-01,2026-01-31
2026-01,Demo Campaign 004,Demo Channel 001,Demo Category 015,Winter,2552.403786,315,8511,6.0,11879.0,0.0370109270356009,8.102869161904762,0.019047619047619,425.400631,4.654044185781505,9326.596214,2026-01-01,2026-01-31
2026-01,Demo Campaign 004,Demo Channel 001,Demo Category 001,Winter,256.084667,44,508,0.0,0.0,0.0866141732283464,5.820106068181818,0.0,0.0,0.0,-256.084667,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 018,Winter,36.459082,26,311,0.0,0.0,0.0836012861736334,1.4022723846153846,0.0,0.0,0.0,-36.459082,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 020,Winter,0.0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 019,Winter,0.0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 028,Winter,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 025,Winter,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 026,Winter,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 027,Winter,0.0,0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 009,Winter,0.0,0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 016,Demo Channel 001,Demo Category 022,Winter,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01,Demo Campaign 017,Demo Channel 002,Demo Category 010,Winter,3562.737327,2233,494942,1.0,2142.6,0.0045116397476876,1.5954936529332735,0.0004478280340349,3562.737327,0.6013915153840922,-1420.137327,2026-01-01,2026-01-31
2026-01,Demo Campaign 018,Demo Channel 002,Demo Category 011,Winter,3533.02817,3838,255137,0.0,0.0,0.0150428985211866,0.920538866597186,0.0,0.0,0.0,-3533.02817,2026-01-01,2026-01-31
2026-01,Demo Campaign 019,Demo Channel 002,Demo Category 012,Winter,3606.477137,1502,82859,0.0,0.0,0.0181271799080365,2.40111660252996,0.0,0.0,0.0,-3606.477137,2026-01-01,2026-01-31
