Date,Campaign,SourceMedium,Sessions,TotalUsers,EngagedSessions,Purchases,PurchaseRevenue,GA4ConversionRate,GA4RevenuePerSession,EngagementRate,AnalysisStartDate,AnalysisEndDate
2026-01-01,Demo Campaign 031,facebook / cpc,1505.0,575.0,940.0,4.0,8032.610038,0.0026578073089701,5.337282417275747,0.6245847176079734,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 032,facebook / cpc,1047.0,471.0,691.0,6.0,12353.330004,0.0057306590257879,11.798787014326647,0.6599808978032474,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 033,facebook / cpc,442.0,236.0,306.0,0.0,0.0,0.0,0.0,0.6923076923076923,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 034,facebook / cpc,290.0,158.0,215.0,1.0,1059.799998,0.0034482758620689,3.654482751724138,0.7413793103448276,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 035,facebook / cpc,961.0,453.0,656.0,3.0,6136.430013000001,0.0031217481789802,6.385463072840792,0.6826222684703434,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 036,facebook / cpc,50.0,32.0,40.0,0.0,0.0,0.0,0.0,0.8,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 037,facebook / cpc,600.0,290.0,356.0,6.0,12297.069999,0.01,20.495116665,0.5933333333333334,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 007,google / cpc,257.0,158.0,207.0,2.0,10099.390005,0.0077821011673151,39.29723737354085,0.8054474708171206,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 001,google / cpc,31.0,8.0,21.0,0.0,0.0,0.0,0.0,0.6774193548387096,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 014,google / cpc,18.0,6.0,12.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 012,google / cpc,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 009,google / cpc,12.0,2.0,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 006,google / cpc,7.0,5.0,6.0,0.0,0.0,0.0,0.0,0.8571428571428571,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 010,google / cpc,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.7272727272727273,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 003,google / cpc,1699.0,857.0,1351.0,31.0,72432.670035,0.0182460270747498,42.63253092113008,0.7951736315479694,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 008,google / cpc,44.0,21.0,38.0,2.0,5259.629999,0.0454545454545454,119.53704543181816,0.8636363636363636,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 002,google / cpc,11.0,5.0,10.0,1.0,1359.800004,0.0909090909090909,123.61818218181816,0.9090909090909092,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 015,google / cpc,16.0,7.0,14.0,1.0,1566.799987,0.0625,97.9249991875,0.875,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 005,google / cpc,9.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 004,google / cpc,7.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 038,google / cpc,128.0,82.0,97.0,2.0,3697.060021,0.015625,28.8832814140625,0.7578125,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 039,google / cpc,69.0,17.0,56.0,1.0,966.800019,0.0144927536231884,14.01159447826087,0.8115942028985508,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 040,google / cpc,132.0,63.0,96.0,1.0,1059.799998,0.0075757575757575,8.028787863636364,0.7272727272727273,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 041,google / cpc,19.0,17.0,18.0,0.0,0.0,0.0,0.0,0.9473684210526316,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 017,google / cpc,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 018,google / cpc,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 019,google / cpc,13.0,5.0,10.0,0.0,0.0,0.0,0.0,0.7692307692307693,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 042,instagram / profil,116.0,70.0,103.0,1.0,2171.009993,0.0086206896551724,18.71560338793104,0.8879310344827587,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 043,revotas / perssearch,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 044,google / cpc,91.0,53.0,72.0,2.0,3326.59997,0.0219780219780219,36.55604362637363,0.7912087912087912,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 045,google / cpc,21.0,7.0,14.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 046,revotas / reco,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 047,yandex / cpc,103.0,24.0,75.0,5.0,11122.529912,0.0485436893203883,107.98572730097088,0.7281553398058253,2026-01-01,2026-01-31
2026-01-01,Demo Campaign 048,revotas / webpush,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 021,(data not available),10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 022,(direct) / (none),1765.0,1353.0,1369.0,34.0,67736.05015800001,0.0192634560906515,38.377365528611904,0.7756373937677054,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 023,bing / organic,15.0,3.0,9.0,1.0,2206.770021,0.0666666666666666,147.1180014,0.6,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 023,google / organic,2703.0,1476.0,2065.0,35.0,80259.68012499998,0.0129485756566777,29.69281543655197,0.7639659637439882,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,12f6824f0a4fed5c11c582251412f03d.safeframe.googlesyndication.com / referral,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,adform / dpa,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.75,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,instagram.com / referral,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,korupark.com.tr / referral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,l.facebook.com / referral,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,l.instagram.com / referral,72.0,30.0,51.0,1.0,1966.799993,0.0138888888888888,27.316666569444447,0.7083333333333334,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,m.facebook.com / referral,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.4545454545454545,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,statics.teams.cdn.office.net / referral,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.25,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,tr.search.yahoo.com / referral,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,vicco-k8s-media.mncdn.com / referral,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 024,yandex.com.tr / referral,13.0,4.0,11.0,0.0,0.0,0.0,0.0,0.8461538461538461,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 025,UNKNOWN,75.0,47.0,3.0,1.0,3389.829996,0.0133333333333333,45.19773328,0.04,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 025,adform / dpa,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 025,google / cpc,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 025,revotas / webpush,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.75,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 027,adform / cpc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 028,facebook / cpc,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.8,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 029,facebook / cpc,42.0,15.0,28.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 049,facebook / cpc,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 030,facebook / cpc,172.0,24.0,125.0,3.0,6119.329988,0.0174418604651162,35.57749993023256,0.7267441860465116,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 031,facebook / cpc,1015.0,468.0,690.0,1.0,3049.83001,0.0009852216748768,3.004758630541872,0.6798029556650246,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 032,facebook / cpc,907.0,442.0,600.0,10.0,20268.029969000003,0.0110253583241455,22.346229293274536,0.6615214994487321,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 033,facebook / cpc,544.0,262.0,374.0,3.0,6614.21002,0.0055147058823529,12.158474301470587,0.6875,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 034,facebook / cpc,241.0,164.0,180.0,1.0,1960.919979,0.0041493775933609,8.136597423236514,0.7468879668049793,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 035,facebook / cpc,885.0,419.0,603.0,4.0,9293.880008,0.0045197740112994,10.501559331073446,0.6813559322033899,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 036,facebook / cpc,41.0,22.0,29.0,0.0,0.0,0.0,0.0,0.7073170731707317,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 037,facebook / cpc,647.0,303.0,398.0,3.0,4293.400016,0.0046367851622874,6.635857829984543,0.615146831530139,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 007,google / cpc,201.0,109.0,160.0,3.0,7549.460005999998,0.0149253731343283,37.55950251741293,0.7960199004975125,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 001,google / cpc,35.0,9.0,29.0,0.0,0.0,0.0,0.0,0.8285714285714286,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 014,google / cpc,34.0,5.0,26.0,0.0,0.0,0.0,0.0,0.7647058823529411,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 012,google / cpc,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 009,google / cpc,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 006,google / cpc,20.0,4.0,17.0,0.0,0.0,0.0,0.0,0.85,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 010,google / cpc,8.0,3.0,7.0,0.0,0.0,0.0,0.0,0.875,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 003,google / cpc,1981.0,836.0,1483.0,23.0,50738.970111,0.0116102978293791,25.612806719333676,0.7486118122160526,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 008,google / cpc,24.0,19.0,22.0,0.0,0.0,0.0,0.0,0.9166666666666666,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 002,google / cpc,21.0,15.0,16.0,0.0,0.0,0.0,0.0,0.7619047619047619,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 015,google / cpc,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.75,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 005,google / cpc,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 004,google / cpc,11.0,8.0,9.0,0.0,0.0,0.0,0.0,0.8181818181818182,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 038,google / cpc,168.0,99.0,136.0,4.0,7429.230024,0.0238095238095238,44.221607285714285,0.8095238095238095,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 039,google / cpc,62.0,27.0,56.0,2.0,4514.409996,0.032258064516129,72.8130644516129,0.9032258064516128,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 040,google / cpc,141.0,82.0,109.0,4.0,6316.930013,0.0283687943262411,44.80092207801419,0.7730496453900709,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 041,google / cpc,25.0,12.0,24.0,0.0,0.0,0.0,0.0,0.96,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 017,google / cpc,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 018,google / cpc,11.0,5.0,4.0,0.0,0.0,0.0,0.0,0.3636363636363636,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 019,google / cpc,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 050,revotas / webpush,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 042,instagram / profil,118.0,71.0,95.0,3.0,3693.400048,0.0254237288135593,31.30000040677966,0.8050847457627118,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 044,google / cpc,85.0,30.0,54.0,1.0,3159.660006,0.0117647058823529,37.17247065882353,0.6352941176470588,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 045,google / cpc,11.0,7.0,6.0,0.0,0.0,0.0,0.0,0.5454545454545454,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 051,revotas / reco,5.0,1.0,2.0,1.0,2059.800001,0.2,411.9600002,0.4,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 047,yandex / cpc,154.0,85.0,110.0,2.0,3909.630033,0.0129870129870129,25.387208006493506,0.7142857142857143,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 048,revotas / webpush,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-02,Demo Campaign 052,facebook / cpc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 021,(data not available),11.0,6.0,10.0,1.0,2059.799986,0.0909090909090909,187.25454418181815,0.9090909090909092,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 022,(direct) / (none),1554.0,1195.0,1192.0,38.0,80024.10000800002,0.0244530244530244,51.49555985070786,0.767052767052767,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 023,bing / organic,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 023,google / organic,2253.0,1342.0,1781.0,31.0,79135.76994299998,0.0137594318686196,35.1246204806924,0.7905015534842432,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,accounts.google.com / referral,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,cf4bd940ded02b8fd4a6f73de52efc06.safeframe.googlesyndication.com / referral,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,indirimkuponum.net / referral,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,instagram.com / referral,13.0,5.0,11.0,0.0,0.0,0.0,0.0,0.8461538461538461,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,l.facebook.com / referral,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,l.instagram.com / referral,49.0,19.0,25.0,0.0,0.0,0.0,0.0,0.5102040816326531,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,m.facebook.com / referral,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,ya.ru / referral,9.0,2.0,8.0,0.0,0.0,0.0,0.0,0.8888888888888888,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 024,yandex.com.tr / referral,10.0,7.0,8.0,1.0,3399.830016,0.1,339.9830016,0.8,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 025,UNKNOWN,52.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0769230769230769,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 025,adform / dpa,13.0,3.0,5.0,1.0,2259.800008,0.0769230769230769,173.83076984615386,0.3846153846153846,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 025,chatgpt.com / (not set),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 028,facebook / cpc,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 029,facebook / cpc,38.0,10.0,18.0,0.0,0.0,0.0,0.0,0.4736842105263157,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 030,facebook / cpc,156.0,63.0,94.0,1.0,2058.609986,0.0064102564102564,13.19621785897436,0.6025641025641025,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 031,facebook / cpc,960.0,418.0,632.0,2.0,6299.659998,0.0020833333333333,6.5621458312500005,0.6583333333333333,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 032,facebook / cpc,1177.0,423.0,744.0,6.0,14174.899908,0.0050977060322854,12.043245461342396,0.6321155480033984,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 033,facebook / cpc,432.0,198.0,286.0,1.0,2059.799986,0.0023148148148148,4.768055523148148,0.6620370370370371,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 034,facebook / cpc,224.0,124.0,153.0,1.0,2066.799986,0.0044642857142857,9.226785651785717,0.6830357142857143,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 035,facebook / cpc,813.0,394.0,536.0,5.0,7312.930026,0.006150061500615,8.99499388191882,0.6592865928659286,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 036,facebook / cpc,52.0,25.0,32.0,0.0,0.0,0.0,0.0,0.6153846153846154,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 037,facebook / cpc,532.0,220.0,307.0,3.0,5259.260005,0.0056390977443609,9.885827077067669,0.5770676691729323,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 007,google / cpc,201.0,120.0,160.0,3.0,8366.389986,0.0149253731343283,41.623830776119405,0.7960199004975125,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 001,google / cpc,36.0,13.0,31.0,1.0,2436.730001,0.0277777777777777,67.68694447222222,0.8611111111111112,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 014,google / cpc,21.0,6.0,18.0,0.0,0.0,0.0,0.0,0.8571428571428571,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 012,google / cpc,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 009,google / cpc,10.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 006,google / cpc,19.0,8.0,15.0,0.0,0.0,0.0,0.0,0.7894736842105263,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 010,google / cpc,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 003,google / cpc,1298.0,747.0,1030.0,20.0,43491.529974,0.0154083204930662,33.50657162865947,0.7935285053929122,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 008,google / cpc,56.0,23.0,48.0,2.0,4119.599971,0.0357142857142857,73.56428519642857,0.8571428571428571,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 002,google / cpc,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.5,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 015,google / cpc,22.0,17.0,20.0,0.0,0.0,0.0,0.0,0.9090909090909092,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 005,google / cpc,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 011,google / cpc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 004,google / cpc,7.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 038,google / cpc,121.0,45.0,96.0,0.0,0.0,0.0,0.0,0.7933884297520661,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 039,google / cpc,46.0,35.0,38.0,0.0,0.0,0.0,0.0,0.8260869565217391,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 040,google / cpc,115.0,76.0,86.0,5.0,10446.839986,0.0434782608695652,90.84208683478262,0.7478260869565218,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 041,google / cpc,30.0,11.0,25.0,0.0,0.0,0.0,0.0,0.8333333333333334,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 017,google / cpc,6.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 018,google / cpc,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.5714285714285714,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 019,google / cpc,10.0,5.0,9.0,0.0,0.0,0.0,0.0,0.9,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 042,instagram / profil,124.0,76.0,96.0,2.0,2133.600007,0.0161290322580645,17.206451669354838,0.7741935483870968,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 044,google / cpc,73.0,47.0,48.0,1.0,1059.800003,0.0136986301369863,14.517808260273974,0.6575342465753424,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 045,google / cpc,18.0,3.0,17.0,1.0,1159.799993,0.0555555555555555,64.43333294444444,0.9444444444444444,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 053,Revotas / WebPush,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 054,Revotas / WebPush,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 047,yandex / cpc,70.0,46.0,50.0,0.0,0.0,0.0,0.0,0.7142857142857143,2026-01-01,2026-01-31
2026-01-03,Demo Campaign 048,revotas / webpush,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 021,(data not available),8.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 022,(direct) / (none),1551.0,1213.0,1179.0,32.0,70229.010075,0.0206318504190844,45.27982596711799,0.7601547388781431,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 023,bing / organic,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.75,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 023,google / organic,2252.0,1344.0,1721.0,27.0,53732.590114,0.0119893428063943,23.859942324156304,0.7642095914742452,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 024,accounts.google.com / referral,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 024,google / cpc,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2026-01-01,2026-01-31
2026-01-04,Demo Campaign 024,indirimkuponum.net / referral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
